{'FarPoints'},,,,,,,,,,,,,,,,,,
Datos,Shape,Gaussian,Rigid,Section,C1 std dev,C2 std dev,Rel. error,Global rotation X,Global rotation Y,Global rotation Z,Global translation X,Global translation Y,Global translation Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%)
,,Mov.(mm)
Depth (mm),Shape,Gaussian,Rigid,,,,,X,Y,Z,X,Y,Z,,,,,
20,Gradual,0,10,INITIAL,"7,16","7,00","3,58e-02","1,00","1,00","1,00","0,0","0,0","0,0","10,53","5,67","6,52",,
20,Gradual,0,10,1 / 20,"0,44","0,46","9,63e-03","0,99","0,99","1,00","-16,89","-5,39","-10,04",,"2,21","2,63",,
20,Gradual,0,10,2 / 20,"0,56","0,49","6,85e-03","0,99","0,99","1,00","-17,06","-5,39","-10,13",,"2,13","2,53",,
20,Gradual,0,10,3 / 20,"0,45","0,39","5,70e-03","0,99","0,99","1,00","-17,22","-5,42","-10,16",,"2,05","2,44",,
20,Gradual,0,10,4 / 20,"0,41","0,35","5,04e-03","0,99","0,99","1,00","-17,3","-5,39","-10,21",,"1,99","2,37",,
20,Gradual,0,10,5 / 20,"0,50","0,44","4,55e-03","0,99","0,99","1,00","-17,46","-5,43","-10,15",,"1,96","2,33",,
20,Gradual,0,10,6 / 20,"0,52","0,45","4,31e-03","0,99","0,99","1,00","-17,47","-5,39","-10,23",,"1,94","2,30",,
20,Gradual,0,10,7 / 20,"0,50","0,43","4,17e-03","0,99","0,99","1,00","-17,58","-5,38","-10,15",,"1,90","2,25",,
20,Gradual,0,10,8 / 20,"0,47","0,40","4,09e-03","0,99","0,99","1,00","-17,64","-5,35","-10,13",,"1,87","2,21",,
20,Gradual,0,10,9 / 20,"0,43","0,37","4,06e-03","0,99","0,99","1,00","-17,68","-5,33","-10,11",,"1,85","2,19",,
20,Gradual,0,10,10 / 20,"0,44","0,38","4,02e-03","0,99","0,99","1,00","-17,71","-5,31","-10,09",,"1,84","2,17",,
20,Gradual,0,10,11 / 20,"0,42","0,35","4,02e-03","0,99","0,99","1,00","-17,73","-5,3","-10,1",,"1,83","2,16",,
20,Gradual,0,10,12 / 20,"0,43","0,37","4,00e-03","0,99","0,99","1,00","-17,73","-5,3","-10,05",,"1,83","2,16",,
20,Gradual,0,10,13 / 20,"0,40","0,34","4,01e-03","0,99","0,99","1,00","-17,75","-5,29","-10,07",,"1,82","2,15",,
20,Gradual,0,10,14 / 20,"0,41","0,35","4,01e-03","0,99","0,99","1,00","-17,75","-5,28","-10,05",,"1,82","2,15",,
20,Gradual,0,10,15 / 20,"0,39","0,33","4,03e-03","0,99","0,99","1,00","-17,78","-5,25","-10,01",,"1,80","2,13",,
20,Gradual,0,10,16 / 20,"0,35","0,29","4,07e-03","0,99","0,99","1,00","-17,8","-5,24","-10,0",,"1,80","2,12",,
20,Gradual,0,10,17 / 20,"0,40","0,34","4,02e-03","0,99","0,99","1,00","-17,82","-5,22","-9,99",,"1,79","2,11",,
20,Gradual,0,10,18 / 20,"0,42","0,36","4,00e-03","0,99","0,99","1,00","-17,83","-5,22","-9,99",,"1,79","2,10",,
20,Gradual,0,10,19 / 20,"0,42","0,36","4,00e-03","0,99","0,99","1,00","-17,83","-5,21","-9,97",,"1,78","2,10",,
20,Gradual,0,10,FINAL,"0,42","0,36","4,00e-03","0,99","0,99","1,00","-17,84","-5,21","-9,97","10,53","1,78","2,10","68,61","16,90"
20,Gradual,10,10,INITIAL,"14,19","17,68","1,66e+00","1,00","1,00","1,00","0,0","0,0","0,0","19,45","9,83","10,88",,
20,Gradual,10,10,1 / 20,"0,85","0,91","6,28e-02","0,98","1,00","0,98","-102,94","13,69","7,76",,"109,98","110,88",,
20,Gradual,10,10,2 / 20,"1,01","1,02","3,93e-02","0,98","1,00","0,98","-103,59","13,61","8,61",,"110,69","111,61",,
20,Gradual,10,10,3 / 20,"1,16","1,10","3,26e-02","0,98","1,00","0,98","-103,25","13,42","9,22",,"110,86","111,79",,
20,Gradual,10,10,4 / 20,"1,07","0,96","3,01e-02","0,98","1,00","0,98","-103,49","13,06","9,66",,"111,19","112,14",,
20,Gradual,10,10,5 / 20,"0,96","0,96","2,79e-02","0,98","1,00","0,98","-103,7","12,73","10,0",,"111,46","112,42",,
20,Gradual,10,10,6 / 20,"1,07","0,99","2,86e-02","0,98","1,00","0,98","-103,93","12,45","10,11",,"111,67","112,65",,
20,Gradual,10,10,7 / 20,"1,00","1,04","2,78e-02","0,98","1,00","0,98","-104,21","12,08","10,42",,"112,03","113,02",,
20,Gradual,10,10,8 / 20,"1,02","1,00","2,90e-02","0,98","1,00","0,98","-104,25","11,96","10,67",,"112,16","113,15",,
20,Gradual,10,10,9 / 20,"0,97","0,95","2,84e-02","0,98","1,00","0,98","-104,58","11,62","10,75",,"112,49","113,49",,
20,Gradual,10,10,10 / 20,"1,00","1,01","2,95e-02","0,98","1,00","0,98","-104,87","11,34","10,9",,"112,81","113,83",,
20,Gradual,10,10,11 / 20,"0,97","1,03","2,87e-02","0,98","1,00","0,98","-104,89","11,27","11,05",,"112,95","113,97",,
20,Gradual,10,10,12 / 20,"1,07","1,00","2,67e-02","0,98","1,00","0,98","-105,16","10,98","11,14",,"113,21","114,24",,
20,Gradual,10,10,13 / 20,"1,01","0,91","2,80e-02","0,98","1,00","0,98","-105,42","10,8","11,07",,"113,44","114,48",,
20,Gradual,10,10,14 / 20,"0,98","0,91","2,80e-02","0,98","1,00","0,98","-105,56","10,66","11,25",,"113,65","114,70",,
20,Gradual,10,10,15 / 20,"0,97","0,91","2,73e-02","0,98","1,00","0,98","-105,64","10,49","11,38",,"113,77","114,83",,
20,Gradual,10,10,16 / 20,"1,01","0,92","2,77e-02","0,98","1,00","0,98","-105,76","10,39","11,4",,"113,98","115,03",,
20,Gradual,10,10,17 / 20,"0,96","1,03","2,74e-02","0,98","1,00","0,98","-106,05","10,19","11,38",,"114,22","115,28",,
20,Gradual,10,10,18 / 20,"1,01","1,01","2,87e-02","0,98","1,00","0,98","-106,2","10,03","11,45",,"114,44","115,51",,
20,Gradual,10,10,19 / 20,"1,06","1,07","2,73e-02","0,98","1,00","0,98","-106,41","9,88","11,37",,"114,57","115,64",,
20,Gradual,10,10,FINAL,"0,99","0,93","2,82e-02","0,98","1,00","0,98","-106,4","9,88","11,42","19,45","114,69","115,76","-1066,75","589,77"
